h3,storms,max_wind,basin
838706fffffffff,31,125,SI
834bb1fffffffff,31,98,WP
832f6dfffffffff,31,110,WP
83502efffffffff,31,115,EP
834b1cfffffffff,31,128,WP
832f1dfffffffff,31,78,WP
836952fffffffff,31,90,WP
834b43fffffffff,31,115,WP
833c8afffffffff,31,140,NI
83ab45fffffffff,31,123,SI
83ab76fffffffff,31,115,SI
834a45fffffffff,31,130,WP
8364d8fffffffff,31,140,NI
833c8cfffffffff,31,75,NI
835180fffffffff,31,125,EP
836ed4fffffffff,31,110,EP
8351a6fffffffff,31,130,EP
835154fffffffff,31,130,EP
83514cfffffffff,31,120,EP
832f73fffffffff,31,90,WP
834b63fffffffff,31,90,WP
836da4fffffffff,31,110,EP
8351b4fffffffff,31,123,EP
834a48fffffffff,31,130,WP
832f61fffffffff,31,113,WP
834a20fffffffff,31,145,WP
835111fffffffff,31,130,EP
836874fffffffff,31,95,WP
83ab72fffffffff,31,118,SI
834a24fffffffff,31,115,WP
83874cfffffffff,30,125,SI
83ab69fffffffff,30,120,SI
8394b4fffffffff,30,110,SI
8384d0fffffffff,30,85,SI
839410fffffffff,30,118,SI
8394a5fffffffff,30,100,SI
83ab68fffffffff,30,120,SI
83a694fffffffff,30,130,SI
839486fffffffff,30,110,SI
83849efffffffff,30,110,SI
83849afffffffff,30,140,SI
838483fffffffff,30,100,SI
838486fffffffff,30,110,SI
836950fffffffff,30,120,WP
836911fffffffff,30,98,WP
834a6cfffffffff,30,90,WP
834a52fffffffff,30,140,WP
834a56fffffffff,30,130,WP
834b73fffffffff,30,115,WP
834b6cfffffffff,30,93,WP
83511bfffffffff,30,120,EP
834bb3fffffffff,30,140,WP
834bb6fffffffff,30,120,WP
836e99fffffffff,30,105,EP
8350a5fffffffff,30,68,EP
834141fffffffff,30,73,WP
834160fffffffff,30,100,WP
837721fffffffff,30,115,WP
834e55fffffffff,30,110,WP
834e42fffffffff,30,138,WP
834a4dfffffffff,30,130,WP
832f54fffffffff,30,93,WP
834f63fffffffff,30,154,WP
832f65fffffffff,30,105,WP
8387a5fffffffff,30,95,SI
838488fffffffff,30,115,SI
83870bfffffffff,30,126,SI
838772fffffffff,30,135,SI
83ab2cfffffffff,30,123,SI
83a26cfffffffff,30,120,SI
838740fffffffff,30,140,SI
838743fffffffff,30,135,SI
838701fffffffff,30,125,SI
838498fffffffff,30,110,SI
83849bfffffffff,30,140,SI
83a265fffffffff,30,135,SI
834b2afffffffff,30,120,WP
834ec5fffffffff,30,125,WP
838750fffffffff,30,150,SI
834823fffffffff,30,110,EP
836d81fffffffff,30,85,EP
83ab73fffffffff,30,124,SI
83a382fffffffff,30,100,SI
836844fffffffff,30,120,WP
834a09fffffffff,30,135,WP
834e4bfffffffff,30,145,WP
834a4cfffffffff,30,130,WP
834a40fffffffff,30,135,WP
835109fffffffff,30,130,EP
835142fffffffff,30,115,EP
835024fffffffff,30,115,EP
836d1efffffffff,30,70,EP
836ee9fffffffff,30,123,EP
834b4efffffffff,30,133,WP
838499fffffffff,30,140,SI
838668fffffffff,30,115,SI
83731afffffffff,30,125,WP
834b0cfffffffff,30,110,WP
83a26afffffffff,29,125,SI
839485fffffffff,29,60,SI
838490fffffffff,29,138,SI
838491fffffffff,29,130,SI
83a268fffffffff,29,120,SI
83848dfffffffff,29,60,SI
837241fffffffff,29,55,WP
837703fffffffff,29,65,WP
834b44fffffffff,29,98,WP
8341a5fffffffff,29,90,WP
8341a0fffffffff,29,105,WP
835021fffffffff,29,115,EP
837725fffffffff,29,145,WP
834f56fffffffff,29,130,WP
83325afffffffff,29,70,WP
834a6bfffffffff,29,118,WP
838758fffffffff,29,105,SI
83ab29fffffffff,29,120,SI
838776fffffffff,29,130,SI
838746fffffffff,29,140,SI
838733fffffffff,29,118,SI
835006fffffffff,29,98,EP
834152fffffffff,29,65,WP
834ec3fffffffff,29,115,WP
834a65fffffffff,29,115,WP
832f09fffffffff,29,89,WP
832e25fffffffff,29,90,WP
834e4efffffffff,29,140,WP
835015fffffffff,29,93,EP
83491afffffffff,29,115,EP
832f0cfffffffff,29,85,WP
83682dfffffffff,29,90,WP
834b5bfffffffff,29,115,WP
838751fffffffff,29,120,SI
83ab0dfffffffff,29,125,SI
83ab0cfffffffff,29,123,SI
8384cbfffffffff,29,100,SI
8394b3fffffffff,29,115,SI
836902fffffffff,29,130,WP
834a46fffffffff,29,140,WP
834f53fffffffff,29,133,WP
832f4bfffffffff,29,118,WP
834ba2fffffffff,29,130,WP
8341a6fffffffff,29,90,WP
835155fffffffff,29,130,EP
835141fffffffff,29,120,EP
835143fffffffff,29,120,EP
834f5bfffffffff,29,140,WP
834ec2fffffffff,29,120,WP
839dabfffffffff,29,90,SP
834b5dfffffffff,29,135,WP
834b76fffffffff,29,110,WP
835186fffffffff,29,125,EP
83510efffffffff,29,130,EP
834952fffffffff,29,110,EP
836908fffffffff,29,113,WP
83ab05fffffffff,29,135,SI
8394a4fffffffff,28,115,SI
83a6b6fffffffff,28,140,SI
8384d3fffffffff,28,118,SI
83ab25fffffffff,28,130,SI
8394b5fffffffff,28,93,SI
838489fffffffff,28,115,SI
838482fffffffff,28,115,SI
837229fffffffff,28,110,WP
834a66fffffffff,28,140,WP
837700fffffffff,28,60,WP
834b0bfffffffff,28,115,WP
835020fffffffff,28,115,EP
835153fffffffff,28,105,EP
836941fffffffff,28,105,WP
834bb2fffffffff,28,120,WP
834ec4fffffffff,28,125,WP
834ee8fffffffff,28,140,WP
834eedfffffffff,28,143,WP
834ecafffffffff,28,115,WP
834ed9fffffffff,28,115,WP
832f04fffffffff,28,85,WP
834948fffffffff,28,93,EP
835199fffffffff,28,80,EP
834f74fffffffff,28,148,WP
834a55fffffffff,28,140,WP
832f6bfffffffff,28,103,WP
832f6afffffffff,28,115,WP
832f71fffffffff,28,90,WP
834bb4fffffffff,28,110,WP
834b08fffffffff,28,120,WP
834b0dfffffffff,28,110,WP
837226fffffffff,28,55,WP
836933fffffffff,28,104,WP
83ab70fffffffff,28,119,SI
838748fffffffff,28,115,SI
83a69bfffffffff,28,93,SI
83a275fffffffff,28,130,SI
834b12fffffffff,28,140,WP
834b05fffffffff,28,110,WP
832f66fffffffff,28,98,WP
834eeafffffffff,28,115,WP
832f76fffffffff,28,85,WP
832f0dfffffffff,28,80,WP
835004fffffffff,28,110,EP
835149fffffffff,28,125,EP
834b4afffffffff,28,90,WP
832f41fffffffff,28,100,WP
832f49fffffffff,28,95,WP
8394a6fffffffff,28,100,SI
83ab65fffffffff,28,95,SI
83a386fffffffff,28,90,SI
8364dbfffffffff,28,138,NI
833c81fffffffff,28,53,NI
834bb5fffffffff,28,118,WP
83514efffffffff,28,110,EP
834ec1fffffffff,28,120,WP
838742fffffffff,28,138,SI
83731bfffffffff,28,135,WP
832e65fffffffff,28,88,WP
834b6dfffffffff,28,90,WP
835108fffffffff,28,130,EP
8384d9fffffffff,28,130,SI
839413fffffffff,28,120,SI
834f5efffffffff,28,125,WP
8364ebfffffffff,28,105,NI
839599fffffffff,27,138,SI
83a201fffffffff,27,113,SI
839411fffffffff,27,100,SI
8394aafffffffff,27,74,SI
83af64fffffffff,27,88,SI
838493fffffffff,27,105,SI
83a26dfffffffff,27,125,SI
83a263fffffffff,27,140,SI
8394a3fffffffff,27,115,SI
83a686fffffffff,27,140,SI
834a63fffffffff,27,128,WP
83771dfffffffff,27,48,WP
834b6efffffffff,27,100,WP
8341a2fffffffff,27,70,WP
832ae2fffffffff,27,94,NA
834ee6fffffffff,27,113,WP
834eccfffffffff,27,120,WP
832f05fffffffff,27,90,WP
834b71fffffffff,27,90,WP
834f70fffffffff,27,140,WP
834f09fffffffff,27,135,WP
832f75fffffffff,27,90,WP
832f74fffffffff,27,95,WP
834a49fffffffff,27,140,WP
837729fffffffff,27,115,WP
836932fffffffff,27,85,WP
838712fffffffff,27,100,SI
834e53fffffffff,27,140,WP
83ab74fffffffff,27,109,SI
83a261fffffffff,27,130,SI
838726fffffffff,27,90,SI
836840fffffffff,27,105,WP
83a680fffffffff,27,125,SI
839e72fffffffff,27,103,SP
83a358fffffffff,27,138,SI
838700fffffffff,27,125,SI
83872afffffffff,27,115,SI
83a269fffffffff,27,100,SI
834e46fffffffff,27,140,WP
834b10fffffffff,27,140,WP
834ec0fffffffff,27,115,WP
834a6dfffffffff,27,115,WP
834e58fffffffff,27,140,WP
832fa0fffffffff,27,55,WP
832ad3fffffffff,27,90,NA
835014fffffffff,27,105,EP
835031fffffffff,27,115,EP
835010fffffffff,27,68,EP
834b51fffffffff,27,110,WP
838754fffffffff,27,115,SI
83ab62fffffffff,27,115,SI
834f55fffffffff,27,160,WP
834f26fffffffff,27,80,WP
833c8efffffffff,27,135,NI
834a41fffffffff,27,130,WP
832f20fffffffff,27,125,WP
8364d9fffffffff,27,125,NI
8341a4fffffffff,27,125,WP
834b68fffffffff,27,108,WP
83870efffffffff,27,65,SI
833cabfffffffff,27,40,NI
834b11fffffffff,27,118,WP
836871fffffffff,27,115,WP
836935fffffffff,27,100,WP
832f00fffffffff,27,85,WP
836931fffffffff,27,103,WP
834b74fffffffff,27,100,WP
839c46fffffffff,26,60,SP
8384d2fffffffff,26,125,SI
83a229fffffffff,26,115,SI
83a26bfffffffff,26,130,SI
83a22efffffffff,26,120,SI
839416fffffffff,26,120,SI
83a699fffffffff,26,100,SI
838c44fffffffff,26,120,SI
839484fffffffff,26,82,SI
83a264fffffffff,26,120,SI
83a262fffffffff,26,130,SI
8394e4fffffffff,26,109,SI
83a34efffffffff,26,130,SI
837271fffffffff,26,83,WP
837276fffffffff,26,85,WP
832f43fffffffff,26,108,WP
83515efffffffff,26,113,EP
83722bfffffffff,26,55,WP
837731fffffffff,26,140,WP
837705fffffffff,26,115,WP
832ae4fffffffff,26,90,NA
834eeefffffffff,26,133,WP
834ec8fffffffff,26,100,WP
832fa4fffffffff,26,58,WP
836d92fffffffff,26,60,EP
8350a4fffffffff,26,73,EP
83414cfffffffff,26,50,WP
834f52fffffffff,26,125,WP
834e54fffffffff,26,135,WP
834e5cfffffffff,26,155,WP
834e59fffffffff,26,138,WP
834b69fffffffff,26,100,WP
832f0afffffffff,26,80,WP
837723fffffffff,26,123,WP
83491bfffffffff,26,138,EP
836821fffffffff,26,95,WP
834f25fffffffff,26,155,WP
8384d1fffffffff,26,75,SI
839e54fffffffff,26,113,SP
839403fffffffff,26,90,SI
83a69afffffffff,26,95,SI
837770fffffffff,26,105,WP
837726fffffffff,26,120,WP
838731fffffffff,26,121,SI
834561fffffffff,26,105,NA
834b2efffffffff,26,100,WP
834025fffffffff,26,60,WP
835033fffffffff,26,113,EP
8350a6fffffffff,26,70,EP
835016fffffffff,26,80,EP
835148fffffffff,26,125,EP
8332c4fffffffff,26,65,WP
8356b6fffffffff,26,118,NA
8350b5fffffffff,26,95,EP
83411efffffffff,26,70,WP
835e86fffffffff,26,85,NA
83ab21fffffffff,26,120,SI
83ab26fffffffff,26,115,SI
83959bfffffffff,26,115,SI
837274fffffffff,26,100,WP
83684bfffffffff,26,60,WP
83a39cfffffffff,26,105,SI
83a398fffffffff,26,100,SI
833caafffffffff,26,37,NI
8344d6fffffffff,26,120,NA
83514dfffffffff,26,125,EP
832f72fffffffff,26,88,WP
834a74fffffffff,26,133,WP
836d1dfffffffff,26,115,EP
839592fffffffff,26,90,SI
839c36fffffffff,26,95,SP
83494afffffffff,26,85,EP
834a25fffffffff,26,130,WP
834b29fffffffff,26,105,WP
835146fffffffff,26,128,EP
83a359fffffffff,26,125,SI
83482cfffffffff,26,105,EP
8332e9fffffffff,26,68,WP
83a35cfffffffff,26,140,SI
839593fffffffff,26,118,SI
832f5efffffffff,26,118,WP
83874bfffffffff,25,115,SI
8394b2fffffffff,25,118,SI
83959efffffffff,25,105,SI
83a698fffffffff,25,83,SI
83866cfffffffff,25,63,SI
83a690fffffffff,25,133,SI
83ab2dfffffffff,25,125,SI
839495fffffffff,25,125,SI
838480fffffffff,25,100,SI
83a34afffffffff,25,143,SI
8394a2fffffffff,25,120,SI
837270fffffffff,25,90,WP
836910fffffffff,25,105,WP
834110fffffffff,25,95,WP
83515cfffffffff,25,120,EP
834e18fffffffff,25,135,WP
834ee0fffffffff,25,110,WP
834eebfffffffff,25,120,WP
8350b0fffffffff,25,75,EP
836d91fffffffff,25,55,EP
836e98fffffffff,25,65,EP
832b40fffffffff,25,90,NA
834e5dfffffffff,25,128,WP
832f06fffffffff,25,85,WP
83502dfffffffff,25,110,EP
83515afffffffff,25,105,EP
832f03fffffffff,25,95,WP
832fa2fffffffff,25,68,WP
832f5cfffffffff,25,110,WP
834ee1fffffffff,25,115,WP
83875efffffffff,25,105,SI
836915fffffffff,25,73,WP
834e51fffffffff,25,115,WP
838708fffffffff,25,115,SI
83870dfffffffff,25,128,SI
838721fffffffff,25,105,SI
838759fffffffff,25,115,SI
83a35dfffffffff,25,140,SI
83772efffffffff,25,105,WP
834b2dfffffffff,25,90,WP
8330defffffffff,25,105,WP
834b14fffffffff,25,108,WP
832f85fffffffff,25,70,WP
8350a0fffffffff,25,70,EP
832e24fffffffff,25,85,WP
834b75fffffffff,25,113,WP
832fa5fffffffff,25,75,WP
832ad5fffffffff,25,90,NA
832af1fffffffff,25,100,NA
835158fffffffff,25,100,EP
832f58fffffffff,25,95,WP
835eb3fffffffff,25,83,NA
835002fffffffff,25,65,EP
835e85fffffffff,25,95,NA
835156fffffffff,25,115,EP
83862dfffffffff,25,115,SI
83691efffffffff,25,85,WP
834f46fffffffff,25,70,WP
83684efffffffff,25,70,WP
83a6a3fffffffff,25,125,SI
83ab64fffffffff,25,105,SI
838730fffffffff,25,116,SI
83770cfffffffff,25,60,WP
833240fffffffff,25,93,WP
8364eafffffffff,25,98,NI
836d1cfffffffff,25,105,EP
832f69fffffffff,25,105,WP
833c98fffffffff,25,145,NI
836e5afffffffff,25,125,EP
835d48fffffffff,25,115,EP
835152fffffffff,25,115,EP
834f23fffffffff,25,90,WP
832f18fffffffff,25,73,WP
835172fffffffff,25,118,EP
836d11fffffffff,25,103,EP
834e5afffffffff,25,140,WP
83875afffffffff,25,105,SI
836d1bfffffffff,25,58,EP
83722afffffffff,25,123,WP
83a351fffffffff,25,140,SI
835e94fffffffff,25,123,NA
832f70fffffffff,25,90,WP
834e89fffffffff,25,95,WP
835110fffffffff,25,125,EP
835103fffffffff,25,130,EP
83682cfffffffff,25,90,WP
834e86fffffffff,25,110,WP
838492fffffffff,25,100,SI
83495efffffffff,25,85,EP
838755fffffffff,25,145,SI
836d10fffffffff,25,115,EP
835d49fffffffff,25,113,EP
839494fffffffff,24,115,SI
83a35afffffffff,24,115,SI
83a2e4fffffffff,24,110,SI
83941dfffffffff,24,130,SI
838d26fffffffff,24,103,SI
83ab20fffffffff,24,115,SI
83a24efffffffff,24,115,SI
839d1bfffffffff,24,135,SP
83af6cfffffffff,24,113,SI
83a34bfffffffff,24,145,SI
83a244fffffffff,24,125,SI
8394adfffffffff,24,125,SI
839c55fffffffff,24,120,SP
832ae0fffffffff,24,65,NA
834ee3fffffffff,24,130,WP
834edafffffffff,24,115,WP
832fa6fffffffff,24,75,WP
832fb5fffffffff,24,70,WP
834e30fffffffff,24,140,WP
8356a6fffffffff,24,95,NA
834e6efffffffff,24,150,WP
834ecdfffffffff,24,115,WP
834e1bfffffffff,24,133,WP
8332e8fffffffff,24,65,WP
837728fffffffff,24,120,WP
83772afffffffff,24,105,WP
8361a2fffffffff,24,75,NI
838625fffffffff,24,95,SI
837775fffffffff,24,115,WP
83772dfffffffff,24,125,WP
838709fffffffff,24,110,SI
83876bfffffffff,24,140,SI
83ab49fffffffff,24,130,SI
83a22cfffffffff,24,128,SI
83a223fffffffff,24,115,SI
838720fffffffff,24,93,SI
83874dfffffffff,24,123,SI
838496fffffffff,24,145,SI
838716fffffffff,24,65,SI
83ab01fffffffff,24,140,SI
83a24cfffffffff,24,120,SI
839e33fffffffff,24,150,SP
83a313fffffffff,24,65,SI
839d1afffffffff,24,130,SP
838711fffffffff,24,85,SI
83a271fffffffff,24,130,SI
838715fffffffff,24,80,SI
834560fffffffff,24,90,NA
834b02fffffffff,24,113,WP
834148fffffffff,24,40,WP
835d6bfffffffff,24,125,EP
835d40fffffffff,24,110,EP
832f48fffffffff,24,95,WP
835613fffffffff,24,80,NA
835000fffffffff,24,80,EP
834822fffffffff,24,100,EP
835025fffffffff,24,113,EP
835e80fffffffff,24,95,NA
838756fffffffff,24,142,SI
838661fffffffff,24,75,SI
83ab6dfffffffff,24,113,SI
8394a0fffffffff,24,98,SI
8364e9fffffffff,24,75,NI
833cf2fffffffff,24,100,NI
8394e6fffffffff,24,84,SI
839daefffffffff,24,123,SP
839da8fffffffff,24,125,SP
834a6efffffffff,24,120,WP
835d4cfffffffff,24,120,EP
835d4efffffffff,24,120,EP
836e59fffffffff,24,125,EP
834e70fffffffff,24,140,WP
834ba6fffffffff,24,100,WP
835d4dfffffffff,24,115,EP
834b56fffffffff,24,120,WP
83510dfffffffff,24,125,EP
834b46fffffffff,24,105,WP
832f50fffffffff,24,95,WP
837222fffffffff,24,135,WP
8341a1fffffffff,24,78,WP
834b6bfffffffff,24,130,WP
832f16fffffffff,24,75,WP
834ed3fffffffff,24,123,WP
83872bfffffffff,24,120,SI
83a391fffffffff,24,100,SI
83a384fffffffff,24,95,SI
8394a8fffffffff,24,115,SI
834153fffffffff,24,50,WP
834b2bfffffffff,24,105,WP
833cd6fffffffff,24,135,NI
832adefffffffff,24,110,NA
83ab04fffffffff,24,130,SI
834b40fffffffff,24,105,WP
832fb6fffffffff,24,60,WP
835ee0fffffffff,24,135,NA
83451cfffffffff,24,130,NA
83516bfffffffff,24,115,EP
83958bfffffffff,23,115,SI
83a200fffffffff,23,100,SI
83a228fffffffff,23,130,SI
83a20bfffffffff,23,118,SI
83866efffffffff,23,115,SI
83a24dfffffffff,23,125,SI
8394abfffffffff,23,90,SI
8384d5fffffffff,23,55,SI
8394e5fffffffff,23,105,SI
8394aefffffffff,23,82,SI
83a68bfffffffff,23,90,SI
8384c1fffffffff,23,68,SI
83848cfffffffff,23,80,SI
837240fffffffff,23,58,WP
839c50fffffffff,23,105,SP
832f51fffffffff,23,108,WP
83770afffffffff,23,60,WP
836ec4fffffffff,23,115,EP
836ec5fffffffff,23,115,EP
83414efffffffff,23,55,WP
83448afffffffff,23,120,NA
837701fffffffff,23,50,WP
834ef1fffffffff,23,115,WP
83324afffffffff,23,90,WP
833259fffffffff,23,75,WP
832fb3fffffffff,23,63,WP
8350a2fffffffff,23,70,EP
8350b2fffffffff,23,68,EP
834e84fffffffff,23,120,WP
83415dfffffffff,23,60,WP
835618fffffffff,23,70,NA
83561efffffffff,23,75,NA
832b58fffffffff,23,108,NA
835012fffffffff,23,55,EP
835e81fffffffff,23,105,NA
835e8cfffffffff,23,125,NA
83578afffffffff,23,120,NA
837249fffffffff,23,43,WP
836918fffffffff,23,90,WP
834f72fffffffff,23,145,WP
832f29fffffffff,23,95,WP
832f14fffffffff,23,75,WP
834e5bfffffffff,23,115,WP
834edbfffffffff,23,105,WP
834ed2fffffffff,23,100,WP
832f21fffffffff,23,128,WP
8332eafffffffff,23,60,WP
834b6afffffffff,23,115,WP
832f1cfffffffff,23,90,WP
832f10fffffffff,23,68,WP
834ee5fffffffff,23,120,WP
8384ccfffffffff,23,45,SI
8367b6fffffffff,23,58,NA
834514fffffffff,23,153,NA
838645fffffffff,23,93,SI
83849cfffffffff,23,108,SI
838c48fffffffff,23,58,SI
83ab4cfffffffff,23,140,SI
83ab33fffffffff,23,130,SI
83a274fffffffff,23,130,SI
839455fffffffff,23,100,SI
83a34cfffffffff,23,120,SI
837771fffffffff,23,123,WP
834b16fffffffff,23,135,WP
834b06fffffffff,23,108,WP
834b04fffffffff,23,100,WP
834b2cfffffffff,23,95,WP
832f84fffffffff,23,65,WP
834b32fffffffff,23,105,WP
834b41fffffffff,23,115,WP
8330d1fffffffff,23,85,WP
834edcfffffffff,23,110,WP
832f25fffffffff,23,110,WP
8344d2fffffffff,23,120,NA
834eb3fffffffff,23,110,WP
8332c6fffffffff,23,55,WP
834835fffffffff,23,110,EP
832e16fffffffff,23,63,WP
835159fffffffff,23,95,EP
834805fffffffff,23,105,EP
836820fffffffff,23,100,WP
834f24fffffffff,23,153,WP
834f29fffffffff,23,150,WP
8394b0fffffffff,23,120,SI
838704fffffffff,23,135,SI
83870cfffffffff,23,125,SI
83a691fffffffff,23,105,SI
83a3a1fffffffff,23,108,SI
83ab60fffffffff,23,125,SI
834f05fffffffff,23,95,WP
833260fffffffff,23,95,WP
833c9dfffffffff,23,135,NI
834b4dfffffffff,23,103,WP
832e36fffffffff,23,65,WP
834b23fffffffff,23,98,WP
832e6cfffffffff,23,87,WP
832f68fffffffff,23,105,WP
836d18fffffffff,23,58,EP
837764fffffffff,23,80,WP
834e5efffffffff,23,150,WP
8384f2fffffffff,23,110,SI
839da2fffffffff,23,84,SP
839e58fffffffff,23,120,SP
837235fffffffff,23,135,WP
834e88fffffffff,23,124,WP
834e8efffffffff,23,110,WP
834b09fffffffff,23,120,WP
83411dfffffffff,23,85,WP
832f12fffffffff,23,65,WP
834e23fffffffff,23,140,WP
834e05fffffffff,23,140,WP
839da3fffffffff,23,120,SP
838770fffffffff,23,130,SI
834958fffffffff,23,75,EP
834821fffffffff,23,95,EP
832adafffffffff,23,100,NA
832f64fffffffff,23,100,WP
834e50fffffffff,23,140,WP
832f02fffffffff,23,70,WP
832ac0fffffffff,23,98,NA
83ab23fffffffff,23,120,SI
83a350fffffffff,23,140,SI
832fb4fffffffff,23,83,WP
839e20fffffffff,23,128,SP
8373adfffffffff,23,120,WP
83ab42fffffffff,23,125,SI
83a36afffffffff,22,133,SI
839454fffffffff,22,135,SI
839409fffffffff,22,135,SI
83941cfffffffff,22,90,SI
838d25fffffffff,22,80,SI
838713fffffffff,22,45,SI
838c71fffffffff,22,80,SI
839588fffffffff,22,83,SI
83ab22fffffffff,22,125,SI
839d16fffffffff,22,125,SP
839da6fffffffff,22,95,SP
839da4fffffffff,22,115,SP
83a34dfffffffff,22,125,SI
83a266fffffffff,22,125,SI
838481fffffffff,22,100,SI
836914fffffffff,22,100,WP
83a6b3fffffffff,22,123,SI
839c51fffffffff,22,123,SP
834a54fffffffff,22,140,WP
83770efffffffff,22,65,WP
83415efffffffff,22,65,WP
834158fffffffff,22,60,WP
8341a8fffffffff,22,45,WP
834488fffffffff,22,98,NA
83448dfffffffff,22,95,NA
837704fffffffff,22,130,WP
837735fffffffff,22,140,WP
834e11fffffffff,22,123,WP
834e1dfffffffff,22,125,WP
834eecfffffffff,22,128,WP
834ed8fffffffff,22,110,WP
832f2dfffffffff,22,100,WP
832f28fffffffff,22,103,WP
832f2efffffffff,22,95,WP
832f33fffffffff,22,70,WP
832a75fffffffff,22,95,NA
8350a1fffffffff,22,60,EP
8330d5fffffffff,22,70,WP
832b43fffffffff,22,98,NA
834e72fffffffff,22,90,WP
833258fffffffff,22,60,WP
832f2afffffffff,22,85,WP
832fa1fffffffff,22,70,WP
834ec6fffffffff,22,115,WP
834ed0fffffffff,22,115,WP
832f56fffffffff,22,93,WP
838624fffffffff,22,100,SI
8384c9fffffffff,22,105,SI
837762fffffffff,22,110,WP
834f2dfffffffff,22,135,WP
83866bfffffffff,22,58,SI
8384b2fffffffff,22,130,SI
838745fffffffff,22,135,SI
83ab40fffffffff,22,115,SI
83ab46fffffffff,22,119,SI
83a22dfffffffff,22,130,SI
838c41fffffffff,22,90,SI
838d36fffffffff,22,140,SI
83a685fffffffff,22,125,SI
83ab4dfffffffff,22,125,SI
839e56fffffffff,22,120,SP
83a21bfffffffff,22,90,SI
839c15fffffffff,22,130,SP
83a311fffffffff,22,96,SI
838703fffffffff,22,90,SI
8330dafffffffff,22,105,WP
832faafffffffff,22,65,WP
834575fffffffff,22,65,NA
8341a3fffffffff,22,65,WP
834119fffffffff,22,65,WP
834eddfffffffff,22,113,WP
832f0bfffffffff,22,88,WP
8341b4fffffffff,22,113,WP
838621fffffffff,22,110,SI
832e04fffffffff,22,75,WP
83561dfffffffff,22,50,NA
835612fffffffff,22,95,NA
8330d6fffffffff,22,98,WP
832f0efffffffff,22,75,WP
832f1efffffffff,22,85,WP
835e5cfffffffff,22,120,NA
835e84fffffffff,22,108,NA
832e2afffffffff,22,65,WP
835150fffffffff,22,110,EP
836dabfffffffff,22,83,EP
838629fffffffff,22,65,SI
838663fffffffff,22,95,SI
834f54fffffffff,22,140,WP
834f21fffffffff,22,158,WP
837776fffffffff,22,105,WP
839412fffffffff,22,65,SI
83645efffffffff,22,55,NI
8364cdfffffffff,22,143,NI
833c9bfffffffff,22,140,NI
833c99fffffffff,22,140,NI
83a3a4fffffffff,22,85,SI
839e0afffffffff,22,113,SP
838665fffffffff,22,125,SI
838664fffffffff,22,125,SI
83ab03fffffffff,22,125,SI
83a3a0fffffffff,22,65,SI
8394b1fffffffff,22,120,SI
832f8cfffffffff,22,60,WP
836ee8fffffffff,22,120,EP
835151fffffffff,22,103,EP
834165fffffffff,22,80,WP
835ef0fffffffff,22,115,NA
834949fffffffff,22,85,EP
834b61fffffffff,22,70,WP
8364ccfffffffff,22,93,NI
839e1dfffffffff,22,140,SP
83ab34fffffffff,22,125,SI
8394a9fffffffff,22,90,SI
83875bfffffffff,22,110,SI
837205fffffffff,22,128,WP
83a353fffffffff,22,125,SI
832f5dfffffffff,22,125,WP
835173fffffffff,22,115,EP
833cd2fffffffff,22,135,NI
83a395fffffffff,22,115,SI
83872efffffffff,22,120,SI
83aa60fffffffff,22,135,SI
83ab08fffffffff,22,105,SI
83495afffffffff,22,80,EP
833a04fffffffff,22,100,NA
8394a1fffffffff,22,90,SI
834a61fffffffff,22,120,WP
833cd4fffffffff,22,115,NI
832f1afffffffff,22,85,WP
83ab43fffffffff,22,130,SI
839b0cfffffffff,21,120,SP
839c42fffffffff,21,125,SP
839c40fffffffff,21,105,SP
839490fffffffff,21,130,SI
83a241fffffffff,21,120,SI
83940bfffffffff,21,123,SI
83940afffffffff,21,130,SI
838d2cfffffffff,21,115,SI
838d5afffffffff,21,103,SI
838d51fffffffff,21,125,SI
839472fffffffff,21,120,SI
83940dfffffffff,21,115,SI
83959cfffffffff,21,110,SI
83a692fffffffff,21,120,SI
83ab32fffffffff,21,130,SI
839f89fffffffff,21,140,SP
83af61fffffffff,21,97,SI
839da5fffffffff,21,123,SP
83a259fffffffff,21,113,SI
839e51fffffffff,21,100,SP
8394acfffffffff,21,85,SI
838d74fffffffff,21,138,SI
8384b3fffffffff,21,128,SI
83a343fffffffff,21,138,SI
837246fffffffff,21,60,WP
832e35fffffffff,21,70,WP
832f8dfffffffff,21,60,WP
834113fffffffff,21,80,WP
834483fffffffff,21,108,NA
832ac4fffffffff,21,85,NA
832a76fffffffff,21,83,NA
834e19fffffffff,21,103,WP
83324bfffffffff,21,80,WP
834e35fffffffff,21,133,WP
83326dfffffffff,21,85,WP
833245fffffffff,21,80,WP
832ae6fffffffff,21,85,NA
832a71fffffffff,21,95,NA
834185fffffffff,21,55,WP
8330dcfffffffff,21,100,WP
8356a4fffffffff,21,110,NA
83579bfffffffff,21,105,NA
835e95fffffffff,21,125,NA
83579dfffffffff,21,125,NA
835e9dfffffffff,21,130,NA
834db5fffffffff,21,110,NA
832e5dfffffffff,21,65,WP
